SurveyId,Country,OptInDate,BirthYear,Age,AgeGroup,Gender,Region,District,Urban_Rural,WaterSupply_Tap,WaterSupply_Standpipe,WaterSupply_Well,WaterSupply_Bottled water/sachet,WaterSupply_Tanker,WaterSupply_Cart vendor,WaterSupply_Rainwater,WaterSupply_Spring/River,FlowDays,FlowHours,SourceLocation,WaterPay,WaterChange,WaterSupplyBefore_Tap,WaterSupplyBefore_ Standpipe,WaterSupplyBefore_Well,WaterSupplyBefore_ Bottled water/sachet,WaterSupplyBefore_Tanker,WaterSupplyBefore_Cart vendor,WaterSupplyBefore_Rainwater,WaterSupplyBefore_Spring/River,FlowDaysBefore,FlowHoursBefore,WaterPayBefore
UPS4889280761393330180,Ghana,11-24-2020,1995,25,25-40,Male,Volta,Ketu North,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,3,In my home or compound,0,More difficult,Yes,No,No,No,No,No,No,No,6,8,85
UPS6819801741825766510,Ghana,11-23-2020,1991,29,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,10,The same as before,No,No,Yes,No,No,No,No,No,0,0,8
UPS423293475191703599,Ghana,11-24-2020,1993,27,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,420,More difficult,No,Yes,No,No,No,No,No,No,4,12,280
UPS-3939854064585522286,Ghana,11-23-2020,1994,26,25-40,Male,Northern,Nanton,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,5,Neighbor,10,Easier,Yes,No,No,No,No,No,No,No,3,2,50
UPS5593895114358945156,Ghana,11-23-2020,1999,21,15-24,Male,Volta,Ho West,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,30,More difficult,Yes,No,No,No,No,No,No,No,3,3,30
UPS-5599741696492848823,Ghana,11-20-2020,1987,33,25-40,Female,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,200,More difficult,No,No,No,Yes,No,No,No,No,0,0,200
UPS-8590470981054700295,Ghana,11-17-2020,1989,31,25-40,Female,Volta,Ho West,Rural area [village/farm],Yes,No,No,No,No,No,No,No,1,1,In my home or compound,50,The same as before,Yes,No,No,No,No,No,No,No,1,1,50
UPS-7407876704115875362,Ghana,11-23-2020,1991,29,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,More difficult,No,No,No,No,No,No,Yes,No,0,0,30
UPS7275059671270502118,Ghana,11-23-2020,1983,37,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,5,More difficult,No,No,No,No,Yes,No,No,No,0,0,300
UPS5763951662963221635,Ghana,11-22-2020,1981,39,25-40,Male,Northern,Sawla Tuna Kalba,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,350,More difficult,No,No,No,No,No,No,No,Yes,0,0,100
UPS-7448783556288644750,Ghana,11-23-2020,1994,26,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,18,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,5,24,17
UPS6692986623148227588,Ghana,11-25-2020,1999,21,15-24,Male,Brong-Ahafo,Wenchi,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,12,In my home or compound,50,The same as before,Yes,No,No,No,No,No,No,No,6,13,50
UPS762652003756643227,Ghana,11-20-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,2,Easier,No,No,No,Yes,No,No,No,No,0,0,2
UPS3597983344608704163,Ghana,11-23-2020,1998,22,15-24,Female,Volta,Central Tongu,Urban area [city/town],Yes,No,No,No,No,No,No,No,5,12,In my home or compound,150,The same as before,Yes,No,No,No,No,No,No,No,5,12,150
UPS-9084408037182037354,Ghana,11-25-2020,1997,23,15-24,Male,Volta,Ketu North,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,30,The same as before,No,No,No,No,No,No,Yes,No,0,0,30
UPS-821674733951950652,Ghana,11-21-2020,1998,22,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,15,The same as before,No,No,No,No,No,No,Yes,No,0,0,15
UPS-3939553733431515130,Ghana,11-21-2020,1997,23,15-24,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,No,No,No,Yes,No,No,0,0,In my home or compound,2,Easier,No,No,No,Yes,No,No,No,No,0,0,2
UPS-3071870939422185370,Ghana,11-20-2020,1992,28,25-40,Female,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,150,Easier,No,No,No,Yes,No,No,No,No,0,0,10
UPS3392275054915645232,Ghana,11-17-2020,1996,24,15-24,Male,Northern,Tatale Sanguli,Urban area [city/town],No,Yes,No,No,No,No,No,No,0,1,I must walk to it,100,The same as before,No,No,No,No,No,Yes,No,No,0,0,100
UPS2936413117845108838,Ghana,11-25-2020,1998,22,15-24,Female,Northern,Nanumba South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,1,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS-730535265758226791,Ghana,11-23-2020,1994,26,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,200,More difficult,No,Yes,No,No,No,No,No,No,3,4,250
UPS28707889133522713,Ghana,11-19-2020,2000,20,15-24,Female,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,20,The same as before,No,No,No,Yes,No,No,No,No,0,0,2
UPS-8612639266229967549,Ghana,11-19-2020,1996,24,15-24,Male,Northern,Nanumba South,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,0,More difficult,Yes,No,No,No,No,No,No,No,7,12,30
UPS-4021540791312426246,Ghana,11-23-2020,1981,39,25-40,Male,Volta,Afadzato South,Rural area [village/farm],Yes,No,No,No,No,No,No,No,4,12,I must walk to it,23,More difficult,No,Yes,No,No,No,No,No,No,4,12,13
UPS-9072367999578428091,Ghana,11-21-2020,1992,28,25-40,Female,Brong-Ahafo,Asutifi North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,17,The same as before,No,No,No,Yes,No,No,No,No,0,0,17
UPS-2078146949436387031,Ghana,11-24-2020,1997,23,15-24,Male,Volta,Ho West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,20
UPS-2248143428706408829,Ghana,11-19-2020,1990,30,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,Neighbor,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
UPS2049196421331610738,Ghana,11-19-2020,1987,33,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,105,The same as before,No,No,No,Yes,No,No,No,No,0,0,105
UPS-6096676254397063019,Ghana,11-20-2020,1994,26,25-40,Female,Brong-Ahafo,Nkoranza North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS352050136381602102,Ghana,11-23-2020,1985,35,25-40,Male,Northern,Kpandai,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,10,The same as before,No,No,No,No,No,No,No,Yes,0,0,10
UPS-6131405810915142964,Ghana,11-23-2020,1990,30,25-40,Female,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,2,Easier,No,No,No,Yes,No,No,No,No,0,0,1
UPS7276690240644355183,Ghana,11-17-2020,1993,27,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,2,More difficult,No,Yes,No,No,No,No,No,No,3,5,4
UPS-3199651597700591928,Ghana,11-23-2020,1986,34,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,I must walk to it,250,Easier,Yes,No,No,No,No,No,No,No,6,6,140
UPS1468335383025484753,Ghana,11-23-2020,2000,20,15-24,Female,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,3,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS2079266698427751166,Ghana,11-19-2020,1993,27,25-40,Female,Volta,Kadjebi,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,20,More difficult,Yes,No,No,No,No,No,No,No,6,2,10
UPS-2797559394461759459,Ghana,11-24-2020,1985,35,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,70,More difficult,No,No,No,No,No,No,No,Yes,0,0,70
UPS-6709552781394951412,Ghana,11-23-2020,1988,32,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,1,1,In my home or compound,30,More difficult,No,Yes,No,No,No,No,No,No,1,1,100
UPS-6803185666743678793,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,50,More difficult,No,No,No,No,No,No,No,Yes,0,0,50
UPS-7283658834274424744,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Kpandai,Urban area [city/town],Yes,No,No,No,No,No,No,No,3,5,I must walk to it,150,More difficult,Yes,No,No,No,No,No,No,No,6,12,70
UPS-4163319645737476808,Ghana,11-24-2020,1993,27,25-40,Male,Brong-Ahafo,Asutifi North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,2,Easier,No,No,Yes,No,No,No,No,No,0,0,10
UPS-1898186380604511177,Ghana,11-16-2020,1991,29,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,10,The same as before,No,Yes,No,No,No,No,No,No,7,12,30
UPS5481192926555663370,Ghana,11-19-2020,1998,22,15-24,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],Yes,No,No,No,No,No,No,No,4,11,I must walk to it,20,The same as before,Yes,No,No,No,No,No,No,No,6,20,15
UPS6149466488171705532,Ghana,11-23-2020,1990,30,25-40,Female,Northern,Kpandai,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,20
UPS1918129910766388282,Ghana,11-20-2020,1986,34,25-40,Male,Brong-Ahafo,Nkoranza South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,No,Yes,0,0,0
UPS-1486550403705669539,Ghana,11-19-2020,1979,41,40+,Male,Volta,Kadjebi,Rural area [village/farm],No,Yes,No,No,No,No,No,No,6,2,I must walk to it,10,Easier,No,No,Yes,No,No,No,No,No,0,0,10
UPS7788713721989868907,Ghana,11-22-2020,1992,28,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,1,More difficult,Yes,No,No,No,No,No,No,No,3,24,1
UPS2757358276771613766,Ghana,11-18-2020,1983,37,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,In my home or compound,0,The same as before,Yes,No,No,No,No,No,No,No,7,24,25
UPS-714396598611551244,Ghana,11-23-2020,1990,30,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,30,Easier,No,Yes,No,No,No,No,No,No,2,20,30
UPS4492464270789384746,Ghana,11-24-2020,1995,25,25-40,Female,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,20,Easier,No,No,No,No,No,Yes,No,No,0,0,50
UPS4499305236302488050,Ghana,11-21-2020,1997,23,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,120,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS4251847302351404432,Ghana,11-25-2020,1995,25,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,10,The same as before,No,No,No,Yes,No,No,No,No,0,0,10
UPS-4357914651904466893,Ghana,11-25-2020,1990,30,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,200,More difficult,No,No,Yes,No,No,No,No,No,0,0,120
UPS131659801683434438,Ghana,11-23-2020,1996,24,15-24,Female,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,24,In my home or compound,50,The same as before,No,Yes,No,No,No,No,No,No,4,24,50
UPS4960538821055090945,Ghana,11-23-2020,1981,39,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,Neighbor,20,More difficult,No,No,Yes,No,No,No,No,No,0,0,10
UPS6213735713535274003,Ghana,11-23-2020,1996,24,15-24,Male,Northern,Zabzugu,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,40
UPS6360159147600784720,Ghana,11-18-2020,1980,40,25-40,Female,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,10,More difficult,No,No,Yes,No,No,No,No,No,0,0,1
UPS-8913437883073732515,Ghana,11-21-2020,1996,24,15-24,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,24,Neighbor,2,Easier,No,No,Yes,No,No,No,No,No,0,0,300
UPS-1907530861309195697,Ghana,11-25-2020,1988,32,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,0,The same as before,No,No,Yes,No,No,No,No,No,0,0,0
UPS9035406579402106756,Ghana,11-17-2020,1986,34,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,1,3,Neighbor,200,More difficult,No,Yes,No,No,No,No,No,No,3,5,4
UPS3802398900614316287,Ghana,11-20-2020,1995,25,25-40,Male,Brong-Ahafo,Nkoranza South,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,Neighbor,100,The same as before,No,No,Yes,No,No,No,No,No,0,0,100
UPS-603836102169825788,Ghana,11-24-2020,1991,29,25-40,Male,Volta,Afadzato South,Urban area [city/town],No,Yes,No,No,No,No,No,No,0,2,Neighbor,0,More difficult,No,Yes,No,No,No,No,No,No,4,10,90
UPS-5646295871616852993,Ghana,11-23-2020,2001,19,15-24,Male,Volta,Afadzato South,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
UPS6613579815490781468,Ghana,11-23-2020,1988,32,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,30,More difficult,No,No,No,No,No,Yes,No,No,0,0,20
UPS-1094322693659922586,Ghana,11-21-2020,1990,30,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,Neighbor,300,More difficult,No,Yes,No,No,No,No,No,No,1,1,400
UPS-2534140363502674292,Ghana,11-23-2020,1990,30,25-40,Female,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,Yes,No,No,No,No,No,No,7,24,I must walk to it,20,The same as before,Yes,No,No,No,No,No,No,No,5,12,30
UPS-6557146817684303306,Ghana,11-23-2020,1998,22,15-24,Male,Northern,Tatale Sanguli,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,5,In my home or compound,10,The same as before,Yes,No,No,No,No,No,No,No,2,5,10
UPS-3138278113998973380,Ghana,11-17-2020,1993,27,25-40,Female,Volta,Ketu North,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,6,I must walk to it,40,The same as before,No,Yes,No,No,No,No,No,No,2,6,40
UPS5257632718583247315,Ghana,11-23-2020,1998,22,15-24,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,40,The same as before,No,No,No,No,No,No,No,Yes,0,0,20
UPS5390565992225321322,Ghana,11-25-2020,1982,38,25-40,Male,Volta,Central Tongu,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,In my home or compound,100,More difficult,No,No,Yes,No,No,No,No,No,0,0,200
UPS-4992578389449032611,Ghana,11-23-2020,1995,25,25-40,Male,Volta,Ho West,Rural area [village/farm],No,Yes,No,No,No,No,No,No,5,24,I must walk to it,10,The same as before,No,Yes,No,No,No,No,No,No,4,18,15
UPS2164568099559889859,Ghana,11-23-2020,1996,24,15-24,Female,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,30,More difficult,No,No,No,No,No,No,No,Yes,0,0,40
UPS-331760243023650151,Ghana,11-21-2020,1993,27,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,2,3,In my home or compound,60,The same as before,Yes,No,No,No,No,No,No,No,3,4,60
UPS-9181389636429401817,Ghana,11-24-2020,1990,30,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
UPS1708678953169468086,Ghana,11-22-2020,1970,50,40+,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,50,More difficult,No,No,No,No,Yes,No,No,No,0,0,1
UPS-526267948042355193,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Nanton,Urban area [city/town],No,Yes,No,No,No,No,No,No,1,5,I must walk to it,89,The same as before,No,No,No,No,No,No,No,Yes,0,0,76
UPS4594573109089773592,Ghana,11-24-2020,1995,25,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,No,Yes,No,No,No,0,0,I must walk to it,1,More difficult,No,No,No,Yes,No,No,No,No,0,0,4
UPS5938448141737708788,Ghana,11-23-2020,1990,30,25-40,Male,Northern,Kpandai,Rural area [village/farm],No,Yes,No,No,No,No,No,No,2,15,I must walk to it,50,Easier,No,Yes,No,No,No,No,No,No,2,18,50
UPS7254706098744789427,Ghana,11-21-2020,1986,34,25-40,Male,Northern,Nanton,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,In my home or compound,50,More difficult,No,No,No,No,No,No,Yes,No,0,0,50
UPS-7914796472969479702,Ghana,11-23-2020,1985,35,25-40,Male,Northern,Nanton,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,4,In my home or compound,10,More difficult,No,Yes,No,No,No,No,No,No,4,5,20
UPS-1967931680488804924,Ghana,11-17-2020,1989,31,25-40,Male,Brong-Ahafo,Dormaa West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,In my home or compound,10,The same as before,No,No,Yes,No,No,No,No,No,0,0,10
UPS-5417239522655571754,Ghana,11-25-2020,1999,21,15-24,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,Neighbor,5,More difficult,No,No,No,Yes,No,No,No,No,0,0,1
UPS-2198682295552222850,Ghana,11-20-2020,1995,25,25-40,Male,Volta,Ho West,Rural area [village/farm],No,Yes,No,No,No,No,No,No,4,4,I must walk to it,15,The same as before,No,Yes,No,No,No,No,No,No,5,3,20
UPS889650214034855238,Ghana,11-25-2020,1990,30,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,2,The same as before,No,No,No,No,No,Yes,No,No,0,0,2
UPS1088138332918894306,Ghana,11-25-2020,1995,25,25-40,Male,Northern,West Gonja,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,Neighbor,100,Easier,Yes,No,No,No,No,No,No,No,2,7,110
UPS-3190101525028749052,Ghana,11-21-2020,1992,28,25-40,Male,Volta,Ho West,Urban area [city/town],Yes,No,No,No,No,No,No,No,0,1,In my home or compound,300,More difficult,Yes,No,No,No,No,No,No,No,1,1,300
UPS2771859291413191153,Ghana,11-24-2020,1995,25,25-40,Female,Volta,Ho West,Rural area [village/farm],No,No,Yes,No,No,No,No,No,0,0,Neighbor,96,The same as before,No,No,No,No,No,No,Yes,No,0,0,87
UPS-2196348649282963765,Ghana,11-22-2020,1985,35,25-40,Male,Northern,Zabzugu,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,20,The same as before,No,No,No,No,No,No,No,Yes,0,0,20
UPS3869245627774558911,Ghana,11-22-2020,1990,30,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,10,The same as before,No,No,Yes,No,No,No,No,No,0,0,10
UPS-7032282044254206955,Ghana,11-23-2020,1995,25,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,40,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS-7396189785581172905,Ghana,11-22-2020,1991,29,25-40,Male,Volta,Ketu North,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,12,I must walk to it,89,Easier,No,Yes,No,No,No,No,No,No,7,12,210
UPS-2768491627513571688,Ghana,11-21-2020,1987,33,25-40,Male,Brong-Ahafo,Nkoranza North,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,400,More difficult,No,No,No,Yes,No,No,No,No,0,0,300
UPS-4222389198194512278,Ghana,11-23-2020,1994,26,25-40,Male,Brong-Ahafo,Asutifi South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,3,The same as before,No,No,No,Yes,No,No,No,No,0,0,3
UPS-1691449729580639320,Ghana,11-25-2020,1992,28,25-40,Male,Volta,Afadzato South,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,200,The same as before,No,Yes,No,No,No,No,No,No,5,6,100
UPS5737946385073099134,Ghana,11-20-2020,1995,25,25-40,Male,Northern,Nanumba South,Rural area [village/farm],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,300,More difficult,No,No,No,Yes,No,No,No,No,0,0,300
UPS8451373328347266633,Ghana,11-24-2020,1994,26,25-40,Male,Volta,Kadjebi,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,More difficult,No,No,No,No,No,No,No,Yes,0,0,0
UPS4651495317421216961,Ghana,11-23-2020,1993,27,25-40,Male,Brong-Ahafo,Asutifi North,Urban area [city/town],No,Yes,No,No,No,No,No,No,7,22,Neighbor,20,The same as before,No,Yes,No,No,No,No,No,No,7,21,15
UPS-3796770618321711969,Ghana,11-22-2020,1981,39,25-40,Male,Volta,Central Tongu,Rural area [village/farm],Yes,No,No,No,No,No,No,No,4,5,Neighbor,20,The same as before,No,Yes,No,No,No,No,No,No,4,4,25
UPS-196681960795018143,Ghana,11-23-2020,1995,25,25-40,Male,Brong-Ahafo,Wenchi,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,20,In my home or compound,0,Easier,Yes,No,No,No,No,No,No,No,5,20,70
UPS5776051717539346768,Ghana,11-20-2020,1989,31,25-40,Female,Brong-Ahafo,Wenchi,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,50,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS-4041325592301112792,Ghana,11-20-2020,1993,27,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,30,The same as before,No,No,No,Yes,No,No,No,No,0,0,30
UPS1249196285700745363,Ghana,11-21-2020,1994,26,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,Yes,No,No,No,No,No,No,4,6,In my home or compound,100,The same as before,No,No,No,Yes,No,No,No,No,0,0,100
UPS-6606875906882989065,Ghana,11-20-2020,1990,30,25-40,Male,Volta,Ketu North,Rural area [village/farm],No,No,No,No,No,No,Yes,No,0,0,In my home or compound,1,More difficult,Yes,No,No,No,No,No,No,No,3,2,10
UPS8190767743484987436,Ghana,11-20-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,100,Easier,No,No,No,Yes,No,No,No,No,0,0,100
UPS-5563967315030218879,Ghana,11-17-2020,1984,36,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],Yes,No,No,No,No,No,No,No,7,12,Neighbor,20,Easier,Yes,No,No,No,No,No,No,No,7,12,20
UPS-1135988379574551623,Ghana,11-24-2020,1980,40,25-40,Male,Northern,Nanton,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,1,More difficult,Yes,No,No,No,No,No,No,No,7,24,2
UPS3572502186065597417,Ghana,11-23-2020,1990,30,25-40,Male,Volta,Ho West,Rural area [village/farm],Yes,No,No,No,No,No,No,No,3,5,Neighbor,0,The same as before,Yes,No,No,No,No,No,No,No,5,10,50
UPS3768753695239499811,Ghana,11-23-2020,1995,25,25-40,Male,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,No,No,Yes,No,No,No,0,0,In my home or compound,250,Easier,No,No,No,No,No,Yes,No,No,0,0,250
UPS7089321333162542357,Ghana,11-19-2020,1978,42,40+,Male,Volta,Ho West,Rural area [village/farm],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,5,The same as before,No,No,No,No,No,No,Yes,Yes,0,0,5
UPS449612755439324449,Ghana,11-21-2020,1992,28,25-40,Male,Brong-Ahafo,Kintampo North,Urban area [city/town],Yes,No,No,No,No,No,No,No,6,22,I must walk to it,10,Easier,Yes,No,No,No,No,No,No,No,4,22,100
UPS557612069730005460,Ghana,11-25-2020,1984,36,25-40,Female,Brong-Ahafo,Asutifi South,Urban area [city/town],No,No,Yes,No,No,No,No,No,0,0,I must walk to it,1,The same as before,No,No,Yes,No,No,No,No,No,0,0,50
UPS-7159560086494154567,Ghana,11-25-2020,1989,31,25-40,Female,Brong-Ahafo,Kintampo North,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,Neighbor,100,Easier,No,No,Yes,No,No,No,No,No,0,0,100
UPS-9055459925596058565,Ghana,11-25-2020,1995,25,25-40,Male,Volta,Ho West,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,70,Easier,No,No,No,No,No,No,No,Yes,0,0,100
UPS-8862677257005095762,Ghana,11-24-2020,1992,28,25-40,Male,Brong-Ahafo,Dormaa West,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,In my home or compound,200,More difficult,Yes,No,No,No,No,No,No,No,6,22,200
UPS-364260054744673192,Ghana,11-19-2020,2000,20,15-24,Male,Volta,Ho West,Urban area [city/town],No,No,No,No,No,No,No,Yes,0,0,I must walk to it,0,The same as before,No,No,No,No,No,No,Yes,No,0,0,0
UPS-5786885988062107421,Ghana,11-24-2020,1993,27,25-40,Male,Brong-Ahafo,Wenchi,Rural area [village/farm],Yes,No,No,No,No,No,No,No,7,24,I must walk to it,0,The same as before,Yes,No,No,No,No,No,No,No,7,24,0
UPS2456686680408530980,Ghana,11-20-2020,1980,40,25-40,Male,Northern,West Gonja,Urban area [city/town],No,No,No,Yes,No,No,No,No,0,0,I must walk to it,200,The same as before,No,No,No,Yes,No,No,No,No,0,0,200
